Trade Date,Options Class,Underlying,Product Type,Exchange,Volume
2024/01/24,NVDA,NVDA,S,CBOE,214156
2024/01/25,NVDA,NVDA,S,CBOE,154249
2024/01/26,NVDA,NVDA,S,CBOE,166256
2024/01/29,NVDA,NVDA,S,CBOE,95903
2024/01/30,NVDA,NVDA,S,CBOE,125537
2024/01/31,NVDA,NVDA,S,CBOE,103747
2024/02/01,NVDA,NVDA,S,CBOE,110316
2024/02/02,NVDA,NVDA,S,CBOE,261001
2024/02/05,NVDA,NVDA,S,CBOE,216412
2024/02/06,NVDA,NVDA,S,CBOE,148847
2024/02/07,NVDA,NVDA,S,CBOE,135781
2024/02/08,NVDA,NVDA,S,CBOE,123855
2024/02/09,NVDA,NVDA,S,CBOE,184829
2024/02/12,NVDA,NVDA,S,CBOE,182305
2024/02/13,NVDA,NVDA,S,CBOE,137953
2024/02/14,NVDA,NVDA,S,CBOE,127239
2024/02/15,NVDA,NVDA,S,CBOE,100271
2024/02/16,NVDA,NVDA,S,CBOE,163485
2024/02/20,NVDA,NVDA,S,CBOE,122808
2024/02/21,NVDA,NVDA,S,CBOE,167052
2024/02/22,NVDA,NVDA,S,CBOE,308776
2024/02/23,NVDA,NVDA,S,CBOE,359242
2024/02/26,NVDA,NVDA,S,CBOE,104643
2024/02/27,NVDA,NVDA,S,CBOE,91007
2024/02/28,NVDA,NVDA,S,CBOE,86338
2024/02/29,NVDA,NVDA,S,CBOE,120854
2024/03/01,NVDA,NVDA,S,CBOE,195740
2024/03/04,NVDA,NVDA,S,CBOE,199189
2024/03/05,NVDA,NVDA,S,CBOE,91378
2024/03/06,NVDA,NVDA,S,CBOE,150087
2024/03/07,NVDA,NVDA,S,CBOE,190915
2024/03/08,NVDA,NVDA,S,CBOE,415090
2024/03/11,NVDA,NVDA,S,CBOE,119768
2024/03/12,NVDA,NVDA,S,CBOE,148479
2024/03/13,NVDA,NVDA,S,CBOE,114806
2024/03/14,NVDA,NVDA,S,CBOE,146797
2024/03/15,NVDA,NVDA,S,CBOE,195860
2024/03/18,NVDA,NVDA,S,CBOE,119432
2024/03/19,NVDA,NVDA,S,CBOE,155542
2024/03/20,NVDA,NVDA,S,CBOE,117461
2024/03/21,NVDA,NVDA,S,CBOE,171491
2024/03/22,NVDA,NVDA,S,CBOE,249828
2024/03/25,NVDA,NVDA,S,CBOE,160337
2024/03/26,NVDA,NVDA,S,CBOE,131115
2024/03/27,NVDA,NVDA,S,CBOE,195741
2024/03/28,NVDA,NVDA,S,CBOE,181330
2024/04/01,NVDA,NVDA,S,CBOE,114554
2024/04/02,NVDA,NVDA,S,CBOE,96198
2024/04/03,NVDA,NVDA,S,CBOE,114701
2024/04/04,NVDA,NVDA,S,CBOE,154677
2024/04/05,NVDA,NVDA,S,CBOE,174754
2024/04/08,NVDA,NVDA,S,CBOE,75443
2024/04/09,NVDA,NVDA,S,CBOE,128623
2024/04/10,NVDA,NVDA,S,CBOE,112419
2024/04/11,NVDA,NVDA,S,CBOE,180978
2024/04/12,NVDA,NVDA,S,CBOE,185691
2024/04/15,NVDA,NVDA,S,CBOE,117125
2024/04/16,NVDA,NVDA,S,CBOE,90659
2024/04/17,NVDA,NVDA,S,CBOE,139854
2024/04/18,NVDA,NVDA,S,CBOE,144825
2024/04/19,NVDA,NVDA,S,CBOE,289309
2024/04/22,NVDA,NVDA,S,CBOE,152016
2024/04/23,NVDA,NVDA,S,CBOE,116941
2024/04/24,NVDA,NVDA,S,CBOE,137944
2024/04/25,NVDA,NVDA,S,CBOE,137163
2024/04/26,NVDA,NVDA,S,CBOE,249887
2024/04/29,NVDA,NVDA,S,CBOE,84178
2024/04/30,NVDA,NVDA,S,CBOE,89037
2024/05/01,NVDA,NVDA,S,CBOE,175521
2024/05/02,NVDA,NVDA,S,CBOE,120561
2024/05/03,NVDA,NVDA,S,CBOE,212722
2024/05/06,NVDA,NVDA,S,CBOE,118272
2024/05/07,NVDA,NVDA,S,CBOE,105793
2024/05/08,NVDA,NVDA,S,CBOE,99082
2024/05/09,NVDA,NVDA,S,CBOE,138236
2024/05/10,NVDA,NVDA,S,CBOE,182517
2024/05/13,NVDA,NVDA,S,CBOE,73784
2024/05/14,NVDA,NVDA,S,CBOE,98688
2024/05/15,NVDA,NVDA,S,CBOE,166471
2024/05/16,NVDA,NVDA,S,CBOE,116774
2024/05/17,NVDA,NVDA,S,CBOE,164643
2024/05/20,NVDA,NVDA,S,CBOE,73362
2024/05/21,NVDA,NVDA,S,CBOE,64881
2024/05/22,NVDA,NVDA,S,CBOE,147574
2024/05/23,NVDA,NVDA,S,CBOE,277376
2024/05/24,NVDA,NVDA,S,CBOE,227533
2024/05/28,NVDA,NVDA,S,CBOE,241391
2024/05/29,NVDA,NVDA,S,CBOE,162985
2024/05/30,NVDA,NVDA,S,CBOE,186438
2024/05/31,NVDA,NVDA,S,CBOE,230159
2024/06/03,NVDA,NVDA,S,CBOE,122810
2024/06/04,NVDA,NVDA,S,CBOE,99579
2024/06/05,NVDA,NVDA,S,CBOE,214364
2024/06/06,NVDA,NVDA,S,CBOE,218922
2024/06/07,NVDA,NVDA,S,CBOE,203630
2024/06/10,NVDA,NVDA,S,CBOE,590364
2024/06/11,NVDA,NVDA,S,CBOE,344979
2024/06/12,NVDA,NVDA,S,CBOE,755417
2024/06/13,NVDA,NVDA,S,CBOE,667753
2024/06/14,NVDA,NVDA,S,CBOE,906690
2024/06/17,NVDA,NVDA,S,CBOE,448610
2024/06/18,NVDA,NVDA,S,CBOE,675012
2024/06/20,NVDA,NVDA,S,CBOE,989860
2024/06/21,NVDA,NVDA,S,CBOE,875964
2024/06/24,NVDA,NVDA,S,CBOE,667405
2024/06/25,NVDA,NVDA,S,CBOE,548166
2024/06/26,NVDA,NVDA,S,CBOE,569454
2024/06/27,NVDA,NVDA,S,CBOE,360636
2024/06/28,NVDA,NVDA,S,CBOE,590125
2024/07/01,NVDA,NVDA,S,CBOE,367640
2024/07/02,NVDA,NVDA,S,CBOE,288139
2024/07/03,NVDA,NVDA,S,CBOE,431398
2024/07/05,NVDA,NVDA,S,CBOE,433426
2024/07/08,NVDA,NVDA,S,CBOE,331055
2024/07/09,NVDA,NVDA,S,CBOE,483136
2024/07/10,NVDA,NVDA,S,CBOE,436409
2024/07/11,NVDA,NVDA,S,CBOE,544019
2024/07/12,NVDA,NVDA,S,CBOE,537969
2024/07/15,NVDA,NVDA,S,CBOE,308981
2024/07/16,NVDA,NVDA,S,CBOE,315678
2024/07/17,NVDA,NVDA,S,CBOE,677993
2024/07/18,NVDA,NVDA,S,CBOE,525087
2024/07/19,NVDA,NVDA,S,CBOE,610121
2024/07/22,NVDA,NVDA,S,CBOE,375971
2024/07/23,NVDA,NVDA,S,CBOE,227525
2024/07/24,NVDA,NVDA,S,CBOE,540943
2024/07/25,NVDA,NVDA,S,CBOE,688943
2024/07/26,NVDA,NVDA,S,CBOE,435831
2024/07/29,NVDA,NVDA,S,CBOE,257359
2024/07/30,NVDA,NVDA,S,CBOE,611192
2024/07/31,NVDA,NVDA,S,CBOE,652316
2024/08/01,NVDA,NVDA,S,CBOE,634519
2024/08/02,NVDA,NVDA,S,CBOE,712364
2024/08/05,NVDA,NVDA,S,CBOE,471861
2024/08/06,NVDA,NVDA,S,CBOE,400450
2024/08/07,NVDA,NVDA,S,CBOE,403276
2024/08/08,NVDA,NVDA,S,CBOE,484199
2024/08/09,NVDA,NVDA,S,CBOE,491551
2024/08/12,NVDA,NVDA,S,CBOE,383945
2024/08/13,NVDA,NVDA,S,CBOE,402694
2024/08/14,NVDA,NVDA,S,CBOE,338086
2024/08/15,NVDA,NVDA,S,CBOE,568142
2024/08/16,NVDA,NVDA,S,CBOE,497637
2024/08/19,NVDA,NVDA,S,CBOE,509541
2024/08/20,NVDA,NVDA,S,CBOE,345543
2024/08/21,NVDA,NVDA,S,CBOE,228087
2024/08/22,NVDA,NVDA,S,CBOE,437811
2024/08/23,NVDA,NVDA,S,CBOE,419965
2024/08/26,NVDA,NVDA,S,CBOE,252171
2024/08/27,NVDA,NVDA,S,CBOE,263447
2024/08/28,NVDA,NVDA,S,CBOE,557981
2024/08/29,NVDA,NVDA,S,CBOE,737115
2024/08/30,NVDA,NVDA,S,CBOE,496608
2024/09/03,NVDA,NVDA,S,CBOE,471747
2024/09/04,NVDA,NVDA,S,CBOE,353188
2024/09/05,NVDA,NVDA,S,CBOE,253983
2024/09/06,NVDA,NVDA,S,CBOE,535855
2024/09/09,NVDA,NVDA,S,CBOE,203392
2024/09/10,NVDA,NVDA,S,CBOE,225143
2024/09/11,NVDA,NVDA,S,CBOE,480548
2024/09/12,NVDA,NVDA,S,CBOE,510079
2024/09/13,NVDA,NVDA,S,CBOE,332445
2024/09/16,NVDA,NVDA,S,CBOE,239586
2024/09/17,NVDA,NVDA,S,CBOE,218006
2024/09/18,NVDA,NVDA,S,CBOE,283900
2024/09/19,NVDA,NVDA,S,CBOE,349692
2024/09/20,NVDA,NVDA,S,CBOE,311418
2024/09/23,NVDA,NVDA,S,CBOE,229322
2024/09/24,NVDA,NVDA,S,CBOE,388498
2024/09/25,NVDA,NVDA,S,CBOE,438684
2024/09/26,NVDA,NVDA,S,CBOE,348878
2024/09/27,NVDA,NVDA,S,CBOE,386323
2024/09/30,NVDA,NVDA,S,CBOE,220732
2024/10/01,NVDA,NVDA,S,CBOE,310403
2024/10/02,NVDA,NVDA,S,CBOE,204464
2024/10/03,NVDA,NVDA,S,CBOE,373045
2024/10/04,NVDA,NVDA,S,CBOE,543001
2024/10/07,NVDA,NVDA,S,CBOE,512582
2024/10/08,NVDA,NVDA,S,CBOE,465000
2024/10/09,NVDA,NVDA,S,CBOE,315594
2024/10/10,NVDA,NVDA,S,CBOE,451812
2024/10/11,NVDA,NVDA,S,CBOE,362764
2024/10/14,NVDA,NVDA,S,CBOE,437169
2024/10/15,NVDA,NVDA,S,CBOE,456617
2024/10/16,NVDA,NVDA,S,CBOE,318519
2024/10/17,NVDA,NVDA,S,CBOE,585082
2024/10/18,NVDA,NVDA,S,CBOE,699763
2024/10/21,NVDA,NVDA,S,CBOE,397672
2024/10/22,NVDA,NVDA,S,CBOE,321573
2024/10/23,NVDA,NVDA,S,CBOE,318865
2024/10/24,NVDA,NVDA,S,CBOE,242351
2024/10/25,NVDA,NVDA,S,CBOE,738061
2024/10/28,NVDA,NVDA,S,CBOE,178547
2024/10/29,NVDA,NVDA,S,CBOE,166725
2024/10/30,NVDA,NVDA,S,CBOE,305258
2024/10/31,NVDA,NVDA,S,CBOE,818052
2024/11/01,NVDA,NVDA,S,CBOE,345829
2024/11/04,NVDA,NVDA,S,CBOE,163687
2024/11/05,NVDA,NVDA,S,CBOE,181847
2024/11/06,NVDA,NVDA,S,CBOE,377231
2024/11/07,NVDA,NVDA,S,CBOE,690319
2024/11/08,NVDA,NVDA,S,CBOE,396435
2024/11/11,NVDA,NVDA,S,CBOE,249177
2024/11/12,NVDA,NVDA,S,CBOE,311433
2024/11/13,NVDA,NVDA,S,CBOE,209654
2024/11/14,NVDA,NVDA,S,CBOE,353892
2024/11/15,NVDA,NVDA,S,CBOE,529683
2024/11/18,NVDA,NVDA,S,CBOE,287108
2024/11/19,NVDA,NVDA,S,CBOE,296023
2024/11/20,NVDA,NVDA,S,CBOE,468816
2024/11/21,NVDA,NVDA,S,CBOE,765809
2024/11/22,NVDA,NVDA,S,CBOE,603861
2024/11/25,NVDA,NVDA,S,CBOE,515729
2024/11/26,NVDA,NVDA,S,CBOE,672085
2024/11/27,NVDA,NVDA,S,CBOE,383113
2024/11/29,NVDA,NVDA,S,CBOE,317541
2024/12/02,NVDA,NVDA,S,CBOE,259207
2024/12/03,NVDA,NVDA,S,CBOE,181861
2024/12/04,NVDA,NVDA,S,CBOE,638850
2024/12/05,NVDA,NVDA,S,CBOE,298899
2024/12/06,NVDA,NVDA,S,CBOE,407405
2024/12/09,NVDA,NVDA,S,CBOE,478803
2024/12/10,NVDA,NVDA,S,CBOE,429897
2024/12/11,NVDA,NVDA,S,CBOE,289729
2024/12/12,NVDA,NVDA,S,CBOE,244898
2024/12/13,NVDA,NVDA,S,CBOE,490052
2024/12/16,NVDA,NVDA,S,CBOE,306045
2024/12/17,NVDA,NVDA,S,CBOE,610813
2024/12/18,NVDA,NVDA,S,CBOE,577236
2024/12/19,NVDA,NVDA,S,CBOE,327374
2024/12/20,NVDA,NVDA,S,CBOE,438937
2024/12/23,NVDA,NVDA,S,CBOE,421287
2024/12/24,NVDA,NVDA,S,CBOE,230439
2024/12/26,NVDA,NVDA,S,CBOE,228284
2024/12/27,NVDA,NVDA,S,CBOE,380606
2024/12/30,NVDA,NVDA,S,CBOE,254448
2024/12/31,NVDA,NVDA,S,CBOE,303347
2025/01/02,NVDA,NVDA,S,CBOE,288946
2025/01/03,NVDA,NVDA,S,CBOE,810921
2025/01/06,NVDA,NVDA,S,CBOE,765528
2025/01/07,NVDA,NVDA,S,CBOE,935717
2025/01/08,NVDA,NVDA,S,CBOE,351342
2025/01/10,NVDA,NVDA,S,CBOE,382273
2025/01/13,NVDA,NVDA,S,CBOE,339660
2025/01/14,NVDA,NVDA,S,CBOE,379160
2025/01/15,NVDA,NVDA,S,CBOE,266813
2025/01/16,NVDA,NVDA,S,CBOE,266919
2025/01/17,NVDA,NVDA,S,CBOE,545025
2025/01/21,NVDA,NVDA,S,CBOE,297685
2025/01/22,NVDA,NVDA,S,CBOE,412075
2025/01/23,NVDA,NVDA,S,CBOE,263450
2025/01/24,NVDA,NVDA,S,CBOE,483227
2025/01/27,NVDA,NVDA,S,CBOE,1149853
2025/01/28,NVDA,NVDA,S,CBOE,663050
2025/01/29,NVDA,NVDA,S,CBOE,452605
2025/01/30,NVDA,NVDA,S,CBOE,646175
2025/01/31,NVDA,NVDA,S,CBOE,801195
2025/02/03,NVDA,NVDA,S,CBOE,411389
2025/02/04,NVDA,NVDA,S,CBOE,254924
2025/02/05,NVDA,NVDA,S,CBOE,308424
2025/02/06,NVDA,NVDA,S,CBOE,383666
2025/02/07,NVDA,NVDA,S,CBOE,563515
2025/02/10,NVDA,NVDA,S,CBOE,449967
2025/02/11,NVDA,NVDA,S,CBOE,209343
2025/02/12,NVDA,NVDA,S,CBOE,213196
2025/02/13,NVDA,NVDA,S,CBOE,247284
2025/02/14,NVDA,NVDA,S,CBOE,486737
2025/02/18,NVDA,NVDA,S,CBOE,311746
2025/02/19,NVDA,NVDA,S,CBOE,206820
2025/02/20,NVDA,NVDA,S,CBOE,265845
2025/02/21,NVDA,NVDA,S,CBOE,433366
2025/02/24,NVDA,NVDA,S,CBOE,238808
2025/02/25,NVDA,NVDA,S,CBOE,294590
2025/02/26,NVDA,NVDA,S,CBOE,495049
2025/02/27,NVDA,NVDA,S,CBOE,929836
2025/02/28,NVDA,NVDA,S,CBOE,901861
2025/03/03,NVDA,NVDA,S,CBOE,462431
2025/03/04,NVDA,NVDA,S,CBOE,522843
2025/03/05,NVDA,NVDA,S,CBOE,366991
2025/03/06,NVDA,NVDA,S,CBOE,402023
2025/03/07,NVDA,NVDA,S,CBOE,589145
2025/03/10,NVDA,NVDA,S,CBOE,461569
2025/03/11,NVDA,NVDA,S,CBOE,465105
2025/03/12,NVDA,NVDA,S,CBOE,408193
2025/03/13,NVDA,NVDA,S,CBOE,471219
2025/03/14,NVDA,NVDA,S,CBOE,580254
2025/03/17,NVDA,NVDA,S,CBOE,341737
2025/03/18,NVDA,NVDA,S,CBOE,369057
2025/03/19,NVDA,NVDA,S,CBOE,357345
2025/03/20,NVDA,NVDA,S,CBOE,403487
2025/03/21,NVDA,NVDA,S,CBOE,473939
2025/03/24,NVDA,NVDA,S,CBOE,317232
2025/03/25,NVDA,NVDA,S,CBOE,158660
2025/03/26,NVDA,NVDA,S,CBOE,434407
2025/03/27,NVDA,NVDA,S,CBOE,456672
2025/03/28,NVDA,NVDA,S,CBOE,550824
2025/03/31,NVDA,NVDA,S,CBOE,561908
2025/04/01,NVDA,NVDA,S,CBOE,235923
2025/04/02,NVDA,NVDA,S,CBOE,158204
2025/04/03,NVDA,NVDA,S,CBOE,408782
2025/04/04,NVDA,NVDA,S,CBOE,939725
2025/04/07,NVDA,NVDA,S,CBOE,401001
2025/04/08,NVDA,NVDA,S,CBOE,355610
2025/04/09,NVDA,NVDA,S,CBOE,701755
2025/04/10,NVDA,NVDA,S,CBOE,451745
2025/04/11,NVDA,NVDA,S,CBOE,648465
2025/04/14,NVDA,NVDA,S,CBOE,250204
2025/04/15,NVDA,NVDA,S,CBOE,245090
2025/04/16,NVDA,NVDA,S,CBOE,473235
2025/04/17,NVDA,NVDA,S,CBOE,726950
2025/04/21,NVDA,NVDA,S,CBOE,296907
2025/04/22,NVDA,NVDA,S,CBOE,292642
2025/04/23,NVDA,NVDA,S,CBOE,335890
2025/04/24,NVDA,NVDA,S,CBOE,285389
2025/04/25,NVDA,NVDA,S,CBOE,585659
2025/04/28,NVDA,NVDA,S,CBOE,231182
2025/04/29,NVDA,NVDA,S,CBOE,161214
2025/04/30,NVDA,NVDA,S,CBOE,210690
2025/05/01,NVDA,NVDA,S,CBOE,368424
2025/05/02,NVDA,NVDA,S,CBOE,508657
2025/05/05,NVDA,NVDA,S,CBOE,131872
2025/05/06,NVDA,NVDA,S,CBOE,180206
2025/05/07,NVDA,NVDA,S,CBOE,198933
2025/05/08,NVDA,NVDA,S,CBOE,332419
2025/05/09,NVDA,NVDA,S,CBOE,455489
2025/05/12,NVDA,NVDA,S,CBOE,361367
2025/05/13,NVDA,NVDA,S,CBOE,910800
2025/05/14,NVDA,NVDA,S,CBOE,523108
2025/05/15,NVDA,NVDA,S,CBOE,365096
2025/05/16,NVDA,NVDA,S,CBOE,436345
2025/05/19,NVDA,NVDA,S,CBOE,198986
2025/05/20,NVDA,NVDA,S,CBOE,167571
2025/05/21,NVDA,NVDA,S,CBOE,393391
2025/05/22,NVDA,NVDA,S,CBOE,219031
2025/05/23,NVDA,NVDA,S,CBOE,322414
2025/05/27,NVDA,NVDA,S,CBOE,277358
2025/05/28,NVDA,NVDA,S,CBOE,560861
2025/05/29,NVDA,NVDA,S,CBOE,676007
2025/05/30,NVDA,NVDA,S,CBOE,568677
2025/06/02,NVDA,NVDA,S,CBOE,236066
2025/06/03,NVDA,NVDA,S,CBOE,322658
2025/06/04,NVDA,NVDA,S,CBOE,199365
2025/06/05,NVDA,NVDA,S,CBOE,328963
2025/06/06,NVDA,NVDA,S,CBOE,320716
2025/06/09,NVDA,NVDA,S,CBOE,269581
2025/06/10,NVDA,NVDA,S,CBOE,196453
2025/06/11,NVDA,NVDA,S,CBOE,294348
2025/06/12,NVDA,NVDA,S,CBOE,215309
2025/06/13,NVDA,NVDA,S,CBOE,280037
2025/06/16,NVDA,NVDA,S,CBOE,189297
2025/06/17,NVDA,NVDA,S,CBOE,112688
2025/06/18,NVDA,NVDA,S,CBOE,232371
2025/06/20,NVDA,NVDA,S,CBOE,269031
2025/06/23,NVDA,NVDA,S,CBOE,155680
2025/06/24,NVDA,NVDA,S,CBOE,243858
2025/06/25,NVDA,NVDA,S,CBOE,464477
2025/06/26,NVDA,NVDA,S,CBOE,294943
2025/06/27,NVDA,NVDA,S,CBOE,348390
2025/06/30,NVDA,NVDA,S,CBOE,158096
2025/07/01,NVDA,NVDA,S,CBOE,198599
2025/07/02,NVDA,NVDA,S,CBOE,202740
2025/07/03,NVDA,NVDA,S,CBOE,288708
2025/07/07,NVDA,NVDA,S,CBOE,136239
2025/07/08,NVDA,NVDA,S,CBOE,143380
2025/07/09,NVDA,NVDA,S,CBOE,335659
2025/07/10,NVDA,NVDA,S,CBOE,212878
2025/07/11,NVDA,NVDA,S,CBOE,431153
2025/07/14,NVDA,NVDA,S,CBOE,177773
2025/07/15,NVDA,NVDA,S,CBOE,435375
2025/07/16,NVDA,NVDA,S,CBOE,192849
2025/07/17,NVDA,NVDA,S,CBOE,303635
2025/07/18,NVDA,NVDA,S,CBOE,305011
2025/07/21,NVDA,NVDA,S,CBOE,156415
2025/07/22,NVDA,NVDA,S,CBOE,232044
2025/07/23,NVDA,NVDA,S,CBOE,230401
2025/07/24,NVDA,NVDA,S,CBOE,243664
2025/07/25,NVDA,NVDA,S,CBOE,331217
2025/07/28,NVDA,NVDA,S,CBOE,207744
2025/07/29,NVDA,NVDA,S,CBOE,306419
2025/07/30,NVDA,NVDA,S,CBOE,270674
2025/07/31,NVDA,NVDA,S,CBOE,435073
2025/08/01,NVDA,NVDA,S,CBOE,409182
2025/08/04,NVDA,NVDA,S,CBOE,212607
2025/08/05,NVDA,NVDA,S,CBOE,181151
2025/08/06,NVDA,NVDA,S,CBOE,190724
2025/08/07,NVDA,NVDA,S,CBOE,307217
2025/08/08,NVDA,NVDA,S,CBOE,321008
2025/08/11,NVDA,NVDA,S,CBOE,196052
2025/08/12,NVDA,NVDA,S,CBOE,222050
2025/08/13,NVDA,NVDA,S,CBOE,291024
2025/08/14,NVDA,NVDA,S,CBOE,255481
2025/08/15,NVDA,NVDA,S,CBOE,395145
2025/08/18,NVDA,NVDA,S,CBOE,178650
2025/08/19,NVDA,NVDA,S,CBOE,231502
2025/08/20,NVDA,NVDA,S,CBOE,338655
2025/08/21,NVDA,NVDA,S,CBOE,198067
2025/08/22,NVDA,NVDA,S,CBOE,353511
2025/08/25,NVDA,NVDA,S,CBOE,209114
2025/08/26,NVDA,NVDA,S,CBOE,195596
2025/08/27,NVDA,NVDA,S,CBOE,442174
2025/08/28,NVDA,NVDA,S,CBOE,531098
2025/08/29,NVDA,NVDA,S,CBOE,519063
2025/09/02,NVDA,NVDA,S,CBOE,282478
2025/09/03,NVDA,NVDA,S,CBOE,173861
2025/09/04,NVDA,NVDA,S,CBOE,147759
2025/09/05,NVDA,NVDA,S,CBOE,380877
2025/09/08,NVDA,NVDA,S,CBOE,178314
2025/09/09,NVDA,NVDA,S,CBOE,227542
2025/09/10,NVDA,NVDA,S,CBOE,419103
2025/09/11,NVDA,NVDA,S,CBOE,158688
2025/09/12,NVDA,NVDA,S,CBOE,222331
