Trade Date,Options Class,Underlying,Product Type,Exchange,Volume
2024/01/24,AAPL,AAPL,S,CBOE,55814
2024/01/25,AAPL,AAPL,S,CBOE,68799
2024/01/26,AAPL,AAPL,S,CBOE,61255
2024/01/29,AAPL,AAPL,S,CBOE,84982
2024/01/30,AAPL,AAPL,S,CBOE,65604
2024/01/31,AAPL,AAPL,S,CBOE,95659
2024/02/01,AAPL,AAPL,S,CBOE,102398
2024/02/02,AAPL,AAPL,S,CBOE,200973
2024/02/05,AAPL,AAPL,S,CBOE,93724
2024/02/06,AAPL,AAPL,S,CBOE,47378
2024/02/07,AAPL,AAPL,S,CBOE,79742
2024/02/08,AAPL,AAPL,S,CBOE,71119
2024/02/09,AAPL,AAPL,S,CBOE,66021
2024/02/12,AAPL,AAPL,S,CBOE,55314
2024/02/13,AAPL,AAPL,S,CBOE,57790
2024/02/14,AAPL,AAPL,S,CBOE,68972
2024/02/15,AAPL,AAPL,S,CBOE,96638
2024/02/16,AAPL,AAPL,S,CBOE,82718
2024/02/20,AAPL,AAPL,S,CBOE,62812
2024/02/21,AAPL,AAPL,S,CBOE,60550
2024/02/22,AAPL,AAPL,S,CBOE,78323
2024/02/23,AAPL,AAPL,S,CBOE,76233
2024/02/26,AAPL,AAPL,S,CBOE,65154
2024/02/27,AAPL,AAPL,S,CBOE,91743
2024/02/28,AAPL,AAPL,S,CBOE,65758
2024/02/29,AAPL,AAPL,S,CBOE,86893
2024/03/01,AAPL,AAPL,S,CBOE,147208
2024/03/04,AAPL,AAPL,S,CBOE,131794
2024/03/05,AAPL,AAPL,S,CBOE,154792
2024/03/06,AAPL,AAPL,S,CBOE,224078
2024/03/07,AAPL,AAPL,S,CBOE,141242
2024/03/08,AAPL,AAPL,S,CBOE,151901
2024/03/11,AAPL,AAPL,S,CBOE,86358
2024/03/12,AAPL,AAPL,S,CBOE,88864
2024/03/13,AAPL,AAPL,S,CBOE,64204
2024/03/14,AAPL,AAPL,S,CBOE,82946
2024/03/15,AAPL,AAPL,S,CBOE,133713
2024/03/18,AAPL,AAPL,S,CBOE,103315
2024/03/19,AAPL,AAPL,S,CBOE,50038
2024/03/20,AAPL,AAPL,S,CBOE,65457
2024/03/21,AAPL,AAPL,S,CBOE,185783
2024/03/22,AAPL,AAPL,S,CBOE,127668
2024/03/25,AAPL,AAPL,S,CBOE,85429
2024/03/26,AAPL,AAPL,S,CBOE,66221
2024/03/27,AAPL,AAPL,S,CBOE,84248
2024/03/28,AAPL,AAPL,S,CBOE,80592
2024/04/01,AAPL,AAPL,S,CBOE,60107
2024/04/02,AAPL,AAPL,S,CBOE,60674
2024/04/03,AAPL,AAPL,S,CBOE,73127
2024/04/04,AAPL,AAPL,S,CBOE,87596
2024/04/05,AAPL,AAPL,S,CBOE,80691
2024/04/08,AAPL,AAPL,S,CBOE,63677
2024/04/09,AAPL,AAPL,S,CBOE,61714
2024/04/10,AAPL,AAPL,S,CBOE,67702
2024/04/11,AAPL,AAPL,S,CBOE,168395
2024/04/12,AAPL,AAPL,S,CBOE,221911
2024/04/15,AAPL,AAPL,S,CBOE,84850
2024/04/16,AAPL,AAPL,S,CBOE,122447
2024/04/17,AAPL,AAPL,S,CBOE,84476
2024/04/18,AAPL,AAPL,S,CBOE,70883
2024/04/19,AAPL,AAPL,S,CBOE,99359
2024/04/22,AAPL,AAPL,S,CBOE,54607
2024/04/23,AAPL,AAPL,S,CBOE,41151
2024/04/24,AAPL,AAPL,S,CBOE,58134
2024/04/25,AAPL,AAPL,S,CBOE,57745
2024/04/26,AAPL,AAPL,S,CBOE,65935
2024/04/29,AAPL,AAPL,S,CBOE,79608
2024/04/30,AAPL,AAPL,S,CBOE,44750
2024/05/01,AAPL,AAPL,S,CBOE,61296
2024/05/02,AAPL,AAPL,S,CBOE,149508
2024/05/03,AAPL,AAPL,S,CBOE,314898
2024/05/06,AAPL,AAPL,S,CBOE,93011
2024/05/07,AAPL,AAPL,S,CBOE,82270
2024/05/08,AAPL,AAPL,S,CBOE,63748
2024/05/09,AAPL,AAPL,S,CBOE,88164
2024/05/10,AAPL,AAPL,S,CBOE,68190
2024/05/13,AAPL,AAPL,S,CBOE,82242
2024/05/14,AAPL,AAPL,S,CBOE,57376
2024/05/15,AAPL,AAPL,S,CBOE,108131
2024/05/16,AAPL,AAPL,S,CBOE,61841
2024/05/17,AAPL,AAPL,S,CBOE,88870
2024/05/20,AAPL,AAPL,S,CBOE,76045
2024/05/21,AAPL,AAPL,S,CBOE,60860
2024/05/22,AAPL,AAPL,S,CBOE,46679
2024/05/23,AAPL,AAPL,S,CBOE,62441
2024/05/24,AAPL,AAPL,S,CBOE,83097
2024/05/28,AAPL,AAPL,S,CBOE,62275
2024/05/29,AAPL,AAPL,S,CBOE,55461
2024/05/30,AAPL,AAPL,S,CBOE,56156
2024/05/31,AAPL,AAPL,S,CBOE,87175
2024/06/03,AAPL,AAPL,S,CBOE,85993
2024/06/04,AAPL,AAPL,S,CBOE,56724
2024/06/05,AAPL,AAPL,S,CBOE,90022
2024/06/06,AAPL,AAPL,S,CBOE,52094
2024/06/07,AAPL,AAPL,S,CBOE,82511
2024/06/10,AAPL,AAPL,S,CBOE,134494
2024/06/11,AAPL,AAPL,S,CBOE,360804
2024/06/12,AAPL,AAPL,S,CBOE,489177
2024/06/13,AAPL,AAPL,S,CBOE,181134
2024/06/14,AAPL,AAPL,S,CBOE,179202
2024/06/17,AAPL,AAPL,S,CBOE,193977
2024/06/18,AAPL,AAPL,S,CBOE,117880
2024/06/20,AAPL,AAPL,S,CBOE,187260
2024/06/21,AAPL,AAPL,S,CBOE,144482
2024/06/24,AAPL,AAPL,S,CBOE,91713
2024/06/25,AAPL,AAPL,S,CBOE,55293
2024/06/26,AAPL,AAPL,S,CBOE,121379
2024/06/27,AAPL,AAPL,S,CBOE,70829
2024/06/28,AAPL,AAPL,S,CBOE,81598
2024/07/01,AAPL,AAPL,S,CBOE,112952
2024/07/02,AAPL,AAPL,S,CBOE,109403
2024/07/03,AAPL,AAPL,S,CBOE,66390
2024/07/05,AAPL,AAPL,S,CBOE,153157
2024/07/08,AAPL,AAPL,S,CBOE,108404
2024/07/09,AAPL,AAPL,S,CBOE,90757
2024/07/10,AAPL,AAPL,S,CBOE,129839
2024/07/11,AAPL,AAPL,S,CBOE,108080
2024/07/12,AAPL,AAPL,S,CBOE,131056
2024/07/15,AAPL,AAPL,S,CBOE,114199
2024/07/16,AAPL,AAPL,S,CBOE,65768
2024/07/17,AAPL,AAPL,S,CBOE,90622
2024/07/18,AAPL,AAPL,S,CBOE,126603
2024/07/19,AAPL,AAPL,S,CBOE,125297
2024/07/22,AAPL,AAPL,S,CBOE,72281
2024/07/23,AAPL,AAPL,S,CBOE,55776
2024/07/24,AAPL,AAPL,S,CBOE,131545
2024/07/25,AAPL,AAPL,S,CBOE,74503
2024/07/26,AAPL,AAPL,S,CBOE,77417
2024/07/29,AAPL,AAPL,S,CBOE,39106
2024/07/30,AAPL,AAPL,S,CBOE,34297
2024/07/31,AAPL,AAPL,S,CBOE,56529
2024/08/01,AAPL,AAPL,S,CBOE,125824
2024/08/02,AAPL,AAPL,S,CBOE,164330
2024/08/05,AAPL,AAPL,S,CBOE,115716
2024/08/06,AAPL,AAPL,S,CBOE,86978
2024/08/07,AAPL,AAPL,S,CBOE,153479
2024/08/08,AAPL,AAPL,S,CBOE,75603
2024/08/09,AAPL,AAPL,S,CBOE,134384
2024/08/12,AAPL,AAPL,S,CBOE,91412
2024/08/13,AAPL,AAPL,S,CBOE,78381
2024/08/14,AAPL,AAPL,S,CBOE,48552
2024/08/15,AAPL,AAPL,S,CBOE,73246
2024/08/16,AAPL,AAPL,S,CBOE,76501
2024/08/19,AAPL,AAPL,S,CBOE,50538
2024/08/20,AAPL,AAPL,S,CBOE,45726
2024/08/21,AAPL,AAPL,S,CBOE,33442
2024/08/22,AAPL,AAPL,S,CBOE,51594
2024/08/23,AAPL,AAPL,S,CBOE,70406
2024/08/26,AAPL,AAPL,S,CBOE,41339
2024/08/27,AAPL,AAPL,S,CBOE,56887
2024/08/28,AAPL,AAPL,S,CBOE,62012
2024/08/29,AAPL,AAPL,S,CBOE,107968
2024/08/30,AAPL,AAPL,S,CBOE,78018
2024/09/03,AAPL,AAPL,S,CBOE,66584
2024/09/04,AAPL,AAPL,S,CBOE,59175
2024/09/05,AAPL,AAPL,S,CBOE,53492
2024/09/06,AAPL,AAPL,S,CBOE,81058
2024/09/09,AAPL,AAPL,S,CBOE,100399
2024/09/10,AAPL,AAPL,S,CBOE,86384
2024/09/11,AAPL,AAPL,S,CBOE,62101
2024/09/12,AAPL,AAPL,S,CBOE,65234
2024/09/13,AAPL,AAPL,S,CBOE,69444
2024/09/16,AAPL,AAPL,S,CBOE,136670
2024/09/17,AAPL,AAPL,S,CBOE,93088
2024/09/18,AAPL,AAPL,S,CBOE,97366
2024/09/19,AAPL,AAPL,S,CBOE,146007
2024/09/20,AAPL,AAPL,S,CBOE,206640
2024/09/23,AAPL,AAPL,S,CBOE,83848
2024/09/24,AAPL,AAPL,S,CBOE,45303
2024/09/25,AAPL,AAPL,S,CBOE,70855
2024/09/26,AAPL,AAPL,S,CBOE,67124
2024/09/27,AAPL,AAPL,S,CBOE,59432
2024/09/30,AAPL,AAPL,S,CBOE,100538
2024/10/01,AAPL,AAPL,S,CBOE,88961
2024/10/02,AAPL,AAPL,S,CBOE,51323
2024/10/03,AAPL,AAPL,S,CBOE,70782
2024/10/04,AAPL,AAPL,S,CBOE,70098
2024/10/07,AAPL,AAPL,S,CBOE,47912
2024/10/08,AAPL,AAPL,S,CBOE,44739
2024/10/09,AAPL,AAPL,S,CBOE,70852
2024/10/10,AAPL,AAPL,S,CBOE,53725
2024/10/11,AAPL,AAPL,S,CBOE,58533
2024/10/14,AAPL,AAPL,S,CBOE,56037
2024/10/15,AAPL,AAPL,S,CBOE,136535
2024/10/16,AAPL,AAPL,S,CBOE,56182
2024/10/17,AAPL,AAPL,S,CBOE,53139
2024/10/18,AAPL,AAPL,S,CBOE,91870
2024/10/21,AAPL,AAPL,S,CBOE,52908
2024/10/22,AAPL,AAPL,S,CBOE,42281
2024/10/23,AAPL,AAPL,S,CBOE,98870
2024/10/24,AAPL,AAPL,S,CBOE,50459
2024/10/25,AAPL,AAPL,S,CBOE,72641
2024/10/28,AAPL,AAPL,S,CBOE,43844
2024/10/29,AAPL,AAPL,S,CBOE,27476
2024/10/30,AAPL,AAPL,S,CBOE,59259
2024/10/31,AAPL,AAPL,S,CBOE,134867
2024/11/01,AAPL,AAPL,S,CBOE,134406
2024/11/04,AAPL,AAPL,S,CBOE,43995
2024/11/05,AAPL,AAPL,S,CBOE,41359
2024/11/06,AAPL,AAPL,S,CBOE,67825
2024/11/07,AAPL,AAPL,S,CBOE,76055
2024/11/08,AAPL,AAPL,S,CBOE,57839
2024/11/11,AAPL,AAPL,S,CBOE,53438
2024/11/12,AAPL,AAPL,S,CBOE,55317
2024/11/13,AAPL,AAPL,S,CBOE,62805
2024/11/14,AAPL,AAPL,S,CBOE,83645
2024/11/15,AAPL,AAPL,S,CBOE,77838
2024/11/18,AAPL,AAPL,S,CBOE,71769
2024/11/19,AAPL,AAPL,S,CBOE,41118
2024/11/20,AAPL,AAPL,S,CBOE,58255
2024/11/21,AAPL,AAPL,S,CBOE,71486
2024/11/22,AAPL,AAPL,S,CBOE,80249
2024/11/25,AAPL,AAPL,S,CBOE,73341
2024/11/26,AAPL,AAPL,S,CBOE,74944
2024/11/27,AAPL,AAPL,S,CBOE,52658
2024/11/29,AAPL,AAPL,S,CBOE,72611
2024/12/02,AAPL,AAPL,S,CBOE,92596
2024/12/03,AAPL,AAPL,S,CBOE,65493
2024/12/04,AAPL,AAPL,S,CBOE,61071
2024/12/05,AAPL,AAPL,S,CBOE,64167
2024/12/06,AAPL,AAPL,S,CBOE,73979
2024/12/09,AAPL,AAPL,S,CBOE,80963
2024/12/10,AAPL,AAPL,S,CBOE,60997
2024/12/11,AAPL,AAPL,S,CBOE,109610
2024/12/12,AAPL,AAPL,S,CBOE,61638
2024/12/13,AAPL,AAPL,S,CBOE,89665
2024/12/16,AAPL,AAPL,S,CBOE,65712
2024/12/17,AAPL,AAPL,S,CBOE,92576
2024/12/18,AAPL,AAPL,S,CBOE,90952
2024/12/19,AAPL,AAPL,S,CBOE,91534
2024/12/20,AAPL,AAPL,S,CBOE,129647
2024/12/23,AAPL,AAPL,S,CBOE,59582
2024/12/24,AAPL,AAPL,S,CBOE,64147
2024/12/26,AAPL,AAPL,S,CBOE,86693
2024/12/27,AAPL,AAPL,S,CBOE,129335
2024/12/30,AAPL,AAPL,S,CBOE,61007
2024/12/31,AAPL,AAPL,S,CBOE,78119
2025/01/02,AAPL,AAPL,S,CBOE,174871
2025/01/03,AAPL,AAPL,S,CBOE,75221
2025/01/06,AAPL,AAPL,S,CBOE,56973
2025/01/07,AAPL,AAPL,S,CBOE,60758
2025/01/08,AAPL,AAPL,S,CBOE,64061
2025/01/10,AAPL,AAPL,S,CBOE,121735
2025/01/13,AAPL,AAPL,S,CBOE,89266
2025/01/14,AAPL,AAPL,S,CBOE,77280
2025/01/15,AAPL,AAPL,S,CBOE,57681
2025/01/16,AAPL,AAPL,S,CBOE,183820
2025/01/17,AAPL,AAPL,S,CBOE,146922
2025/01/21,AAPL,AAPL,S,CBOE,172876
2025/01/22,AAPL,AAPL,S,CBOE,96432
2025/01/23,AAPL,AAPL,S,CBOE,118867
2025/01/24,AAPL,AAPL,S,CBOE,105021
2025/01/27,AAPL,AAPL,S,CBOE,87467
2025/01/28,AAPL,AAPL,S,CBOE,91734
2025/01/29,AAPL,AAPL,S,CBOE,40961
2025/01/30,AAPL,AAPL,S,CBOE,99279
2025/01/31,AAPL,AAPL,S,CBOE,207706
2025/02/03,AAPL,AAPL,S,CBOE,101217
2025/02/04,AAPL,AAPL,S,CBOE,58908
2025/02/05,AAPL,AAPL,S,CBOE,49394
2025/02/06,AAPL,AAPL,S,CBOE,59132
2025/02/07,AAPL,AAPL,S,CBOE,87593
2025/02/10,AAPL,AAPL,S,CBOE,59832
2025/02/11,AAPL,AAPL,S,CBOE,98949
2025/02/12,AAPL,AAPL,S,CBOE,82612
2025/02/13,AAPL,AAPL,S,CBOE,86657
2025/02/14,AAPL,AAPL,S,CBOE,126300
2025/02/18,AAPL,AAPL,S,CBOE,53133
2025/02/19,AAPL,AAPL,S,CBOE,47805
2025/02/20,AAPL,AAPL,S,CBOE,87094
2025/02/21,AAPL,AAPL,S,CBOE,103338
2025/02/24,AAPL,AAPL,S,CBOE,74383
2025/02/25,AAPL,AAPL,S,CBOE,88967
2025/02/26,AAPL,AAPL,S,CBOE,127597
2025/02/27,AAPL,AAPL,S,CBOE,85195
2025/02/28,AAPL,AAPL,S,CBOE,158211
2025/03/03,AAPL,AAPL,S,CBOE,54496
2025/03/04,AAPL,AAPL,S,CBOE,48785
2025/03/05,AAPL,AAPL,S,CBOE,80944
2025/03/06,AAPL,AAPL,S,CBOE,77406
2025/03/07,AAPL,AAPL,S,CBOE,90387
2025/03/10,AAPL,AAPL,S,CBOE,95675
2025/03/11,AAPL,AAPL,S,CBOE,123767
2025/03/12,AAPL,AAPL,S,CBOE,139399
2025/03/13,AAPL,AAPL,S,CBOE,194592
2025/03/14,AAPL,AAPL,S,CBOE,139071
2025/03/17,AAPL,AAPL,S,CBOE,105406
2025/03/18,AAPL,AAPL,S,CBOE,58557
2025/03/19,AAPL,AAPL,S,CBOE,97074
2025/03/20,AAPL,AAPL,S,CBOE,105060
2025/03/21,AAPL,AAPL,S,CBOE,104492
2025/03/24,AAPL,AAPL,S,CBOE,84351
2025/03/25,AAPL,AAPL,S,CBOE,62281
2025/03/26,AAPL,AAPL,S,CBOE,61428
2025/03/27,AAPL,AAPL,S,CBOE,69321
2025/03/28,AAPL,AAPL,S,CBOE,85998
2025/03/31,AAPL,AAPL,S,CBOE,64145
2025/04/01,AAPL,AAPL,S,CBOE,41894
2025/04/02,AAPL,AAPL,S,CBOE,44051
2025/04/03,AAPL,AAPL,S,CBOE,180894
2025/04/04,AAPL,AAPL,S,CBOE,176044
2025/04/07,AAPL,AAPL,S,CBOE,132408
2025/04/08,AAPL,AAPL,S,CBOE,146757
2025/04/09,AAPL,AAPL,S,CBOE,168859
2025/04/10,AAPL,AAPL,S,CBOE,144264
2025/04/11,AAPL,AAPL,S,CBOE,154050
2025/04/14,AAPL,AAPL,S,CBOE,166443
2025/04/15,AAPL,AAPL,S,CBOE,98366
2025/04/16,AAPL,AAPL,S,CBOE,103094
2025/04/17,AAPL,AAPL,S,CBOE,134816
2025/04/21,AAPL,AAPL,S,CBOE,57563
2025/04/22,AAPL,AAPL,S,CBOE,81774
2025/04/23,AAPL,AAPL,S,CBOE,94809
2025/04/24,AAPL,AAPL,S,CBOE,68742
2025/04/25,AAPL,AAPL,S,CBOE,84318
2025/04/28,AAPL,AAPL,S,CBOE,45319
2025/04/29,AAPL,AAPL,S,CBOE,36994
2025/04/30,AAPL,AAPL,S,CBOE,38624
2025/05/01,AAPL,AAPL,S,CBOE,114680
2025/05/02,AAPL,AAPL,S,CBOE,165759
2025/05/05,AAPL,AAPL,S,CBOE,91805
2025/05/06,AAPL,AAPL,S,CBOE,64190
2025/05/07,AAPL,AAPL,S,CBOE,109958
2025/05/08,AAPL,AAPL,S,CBOE,105669
2025/05/09,AAPL,AAPL,S,CBOE,81809
2025/05/12,AAPL,AAPL,S,CBOE,111990
2025/05/13,AAPL,AAPL,S,CBOE,93518
2025/05/14,AAPL,AAPL,S,CBOE,83078
2025/05/15,AAPL,AAPL,S,CBOE,89564
2025/05/16,AAPL,AAPL,S,CBOE,98854
2025/05/19,AAPL,AAPL,S,CBOE,73124
2025/05/20,AAPL,AAPL,S,CBOE,66556
2025/05/21,AAPL,AAPL,S,CBOE,137945
2025/05/22,AAPL,AAPL,S,CBOE,175885
2025/05/23,AAPL,AAPL,S,CBOE,182621
2025/05/27,AAPL,AAPL,S,CBOE,112207
2025/05/28,AAPL,AAPL,S,CBOE,91252
2025/05/29,AAPL,AAPL,S,CBOE,86424
2025/05/30,AAPL,AAPL,S,CBOE,103420
2025/06/02,AAPL,AAPL,S,CBOE,61490
2025/06/03,AAPL,AAPL,S,CBOE,69481
2025/06/04,AAPL,AAPL,S,CBOE,83851
2025/06/05,AAPL,AAPL,S,CBOE,87840
2025/06/06,AAPL,AAPL,S,CBOE,132806
2025/06/09,AAPL,AAPL,S,CBOE,149600
2025/06/10,AAPL,AAPL,S,CBOE,109160
2025/06/11,AAPL,AAPL,S,CBOE,161135
2025/06/12,AAPL,AAPL,S,CBOE,80824
2025/06/13,AAPL,AAPL,S,CBOE,120980
2025/06/16,AAPL,AAPL,S,CBOE,92754
2025/06/17,AAPL,AAPL,S,CBOE,63425
2025/06/18,AAPL,AAPL,S,CBOE,74007
2025/06/20,AAPL,AAPL,S,CBOE,119814
2025/06/23,AAPL,AAPL,S,CBOE,72143
2025/06/24,AAPL,AAPL,S,CBOE,83710
2025/06/25,AAPL,AAPL,S,CBOE,72039
2025/06/26,AAPL,AAPL,S,CBOE,78748
2025/06/27,AAPL,AAPL,S,CBOE,100976
2025/06/30,AAPL,AAPL,S,CBOE,158400
2025/07/01,AAPL,AAPL,S,CBOE,159835
2025/07/02,AAPL,AAPL,S,CBOE,176173
2025/07/03,AAPL,AAPL,S,CBOE,101623
2025/07/07,AAPL,AAPL,S,CBOE,89076
2025/07/08,AAPL,AAPL,S,CBOE,59093
2025/07/09,AAPL,AAPL,S,CBOE,92712
2025/07/10,AAPL,AAPL,S,CBOE,99225
2025/07/11,AAPL,AAPL,S,CBOE,86332
2025/07/14,AAPL,AAPL,S,CBOE,73362
2025/07/15,AAPL,AAPL,S,CBOE,74278
2025/07/16,AAPL,AAPL,S,CBOE,79621
2025/07/17,AAPL,AAPL,S,CBOE,90346
2025/07/18,AAPL,AAPL,S,CBOE,111471
2025/07/21,AAPL,AAPL,S,CBOE,119306
2025/07/22,AAPL,AAPL,S,CBOE,85575
2025/07/23,AAPL,AAPL,S,CBOE,79642
2025/07/24,AAPL,AAPL,S,CBOE,78887
2025/07/25,AAPL,AAPL,S,CBOE,94444
2025/07/28,AAPL,AAPL,S,CBOE,47458
2025/07/29,AAPL,AAPL,S,CBOE,52243
2025/07/30,AAPL,AAPL,S,CBOE,65555
2025/07/31,AAPL,AAPL,S,CBOE,129328
2025/08/01,AAPL,AAPL,S,CBOE,223731
2025/08/04,AAPL,AAPL,S,CBOE,106685
2025/08/05,AAPL,AAPL,S,CBOE,80263
2025/08/06,AAPL,AAPL,S,CBOE,187736
2025/08/07,AAPL,AAPL,S,CBOE,207079
2025/08/08,AAPL,AAPL,S,CBOE,392918
2025/08/11,AAPL,AAPL,S,CBOE,117903
2025/08/12,AAPL,AAPL,S,CBOE,128898
2025/08/13,AAPL,AAPL,S,CBOE,189103
2025/08/14,AAPL,AAPL,S,CBOE,134918
2025/08/15,AAPL,AAPL,S,CBOE,125484
2025/08/18,AAPL,AAPL,S,CBOE,62882
2025/08/19,AAPL,AAPL,S,CBOE,66056
2025/08/20,AAPL,AAPL,S,CBOE,83669
2025/08/21,AAPL,AAPL,S,CBOE,77100
2025/08/22,AAPL,AAPL,S,CBOE,100356
2025/08/25,AAPL,AAPL,S,CBOE,55524
2025/08/26,AAPL,AAPL,S,CBOE,67548
2025/08/27,AAPL,AAPL,S,CBOE,58484
2025/08/28,AAPL,AAPL,S,CBOE,95488
2025/08/29,AAPL,AAPL,S,CBOE,102242
2025/09/02,AAPL,AAPL,S,CBOE,59866
2025/09/03,AAPL,AAPL,S,CBOE,135573
2025/09/04,AAPL,AAPL,S,CBOE,73899
2025/09/05,AAPL,AAPL,S,CBOE,94041
2025/09/08,AAPL,AAPL,S,CBOE,56627
2025/09/09,AAPL,AAPL,S,CBOE,100944
2025/09/10,AAPL,AAPL,S,CBOE,137789
2025/09/11,AAPL,AAPL,S,CBOE,92260
2025/09/12,AAPL,AAPL,S,CBOE,123193
